Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
Gimme Some Keys,Matroda,2021-02-26,169444,0,0.802,0.725,11,-5.218,0,0.0521,0.00222,0.819,0.064,0.864,124.992,4
La Pasion,"Matroda,San Pacho",2021-07-23,187142,47,0.851,0.812,8,-7.984,0,0.123,0.0435,0.442,0.12,0.497,125.969,4
Smack Yo',Beltran,2022-09-30,245669,60,0.884,0.745,7,-7.892,1,0.135,0.00321,0.357,0.0921,0.735,126.992,4
Pipe Down,Drake,2021-09-03,205721,69,0.518,0.69,9,-6.15,1,0.107,0.128,0,0.176,0.59,77.837,4
Lights Go Down,"Drinks On Me,Why So Low",2021-01-22,151874,57,0.688,0.707,4,-5.749,0,0.158,0.0999,0.0000937,0.157,0.297,128.032,4
Back To You,Adapter,2021-06-18,225961,25,0.751,0.817,6,-5.98,0,0.0633,0.00247,0.676,0.0835,0.428,128.004,4
Daylight - Troublemaker Remix,"Matt and Kim,De La Soul",2009-09-08,266246,24,0.516,0.914,6,-3.398,0,0.0567,0.0431,0,0.19,0.389,102.854,4
Lavender,"aloe.401,DAP The Contract,Truvi",2022-06-10,190613,32,0.745,0.77,8,-6.711,1,0.194,0.535,0,0.188,0.508,113.014,4
Everybody,Youngr,2022-11-08,320584,29,0.786,0.793,10,-5.599,0,0.0529,0.0119,0.601,0.0676,0.566,125.014,4
Cozey,Aerosol Jezus,2022-04-10,292270,30,0.686,0.719,8,-6.207,1,0.0739,0.571,0.000565,0.0945,0.338,101.032,4
Another You,BONNIE X CLYDE,2022-11-11,169180,56,0.655,0.787,0,-7.466,1,0.0439,0.158,0.177,0.129,0.0394,122.044,4
In The Yuma (feat. Aatig),"Chris Lake,Aatig",2022-11-11,156215,67,0.83,0.897,1,-4.796,0,0.0626,0.000251,0.779,0.132,0.936,126.028,4
My Love,NEZ,2021-04-23,165000,19,0.458,0.444,6,-8.063,1,0.104,0.0015,0.00953,0.0815,0.617,80.016,5
Silent,Ship Wrek,2022-05-13,190498,46,0.79,0.84,2,-4.637,1,0.0609,0.0025,0.422,0.0783,0.627,126.001,4
Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,"Vintage Culture,Zerky,Cherub",2021-03-12,229586,60,0.782,0.728,5,-6.568,1,0.146,0.00245,0.000079,0.241,0.602,122.035,4
Lady - Hear Me Tonight,Modjo,2001,307153,79,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,4
Escape - John Summit Remix,"deadmau5,Kaskade,Kx5,HAYLA,John Summit",2022-06-03,226666,57,0.631,0.84,9,-5.768,0,0.0347,0.0009,0.0374,0.109,0.113,125.992,4
Diana,"Moise Keane,Reckz'Capo",2022-07-15,229511,46,0.864,0.77,11,-8.426,0,0.205,0.008,0,0.0396,0.961,121.978,4
Hold It,obli,2020-10-27,227123,28,0.738,0.768,0,-5.767,1,0.0429,0.117,0.577,0.103,0.572,121.008,4
golden hour - Jungle Remix,"JVKE,Jungle",2022-10-28,219703,47,0.492,0.804,8,-4.532,0,0.0475,0.0373,0.0000804,0.39,0.245,87.949,4
Make It Through,MELVV,2022-07-15,245853,21,0.755,0.943,11,-3.849,1,0.0501,0.0609,0.925,0.394,0.265,123.006,4
Pyor,Darius,2017-11-24,261186,44,0.832,0.616,8,-7.656,1,0.0865,0.462,0.848,0.122,0.0751,107.577,4
Bucket Hat,"Pat Lok,Fabich",2022-11-18,183870,14,0.818,0.93,10,-7.704,0,0.3,0.00501,0.0484,0.0587,0.809,123.977,4
Something on My Mind,Supershy,2022-04-08,347282,31,0.764,0.724,9,-9.397,0,0.0454,0.189,0.294,0.0225,0.67,124.974,4
Last Time,Insightful,2022-08-19,221538,23,0.672,0.6,11,-10.915,0,0.0614,0.312,0.0627,0.0968,0.529,130.015,4
Mamacita,BLUPRNT,2022-11-04,175200,8,0.811,0.895,6,-5.951,1,0.0409,0.00599,0.0011,0.166,0.45,124.969,4
Mula,Eliminate,2020-01-31,216800,0,0.635,0.841,0,-1.212,0,0.0742,0.0304,0.00177,0.0347,0.188,149.996,4
Икры и Сала,ДЕТИ RAVE,2020-11-03,143622,48,0.877,0.883,11,-4.183,1,0.0649,0.0123,0.00145,0.0921,0.442,127.008,4
Acrobatic - Biscits Remix,"SIDEPIECE,Biscits",2021-09-29,204000,0,0.843,0.699,4,-6.838,1,0.0992,0.0868,0.677,0.201,0.492,124.992,4
Moving Blind (Biscits Remix),"Sonny Fodera,Dom Dolla,Biscits",2020-09-10,221428,5,0.816,0.867,0,-8.794,0,0.0981,0.0483,0.695,0.0511,0.837,126.008,4
Coffee Time,Crackazat,2017-11-10,410255,36,0.908,0.72,4,-6.586,0,0.195,0.036,0.459,0.0414,0.672,116.988,4
What I Need,"Joel Corry,Lekota",2022-02-04,201428,37,0.784,0.946,6,-4.87,0,0.0762,0.0032,0.756,0.332,0.506,125.991,4
3am,HONNE,2016-07-13,228406,40,0.73,0.655,7,-7.154,0,0.0739,0.0389,0.0094,0.658,0.518,100.003,4
Someone That Loves You,"HONNE,Izzy Bizu",2016-07-13,244958,50,0.531,0.728,6,-4.985,0,0.063,0.0416,0.00000719,0.135,0.418,104.978,4
Freak,"JIL,Salomon Faye",2018-07-20,222175,27,0.459,0.758,9,-5.951,0,0.116,0.0385,0.0169,0.364,0.193,88.59,4
Get Down Low (Dip),"Dark Heart,Mia Marvelous",2022-06-10,149406,43,0.943,0.956,6,-5.613,0,0.143,0.0238,0.148,0.0463,0.812,126.028,4
Feels Like Us,Cloverdale,2022-11-04,201624,4,0.812,0.864,2,-8.242,1,0.059,0.000712,0.843,0.0484,0.736,126.003,4
deep blue - Holow Remix,"Jadu Jadu,TAMBALA,Theodor Black,HOLOW",2022-06-15,151865,42,0.869,0.425,6,-7.772,1,0.0924,0.32,0.000147,0.0366,0.641,110.014,4
Belong To You,De Lux,2022-09-23,251043,0,0.53,0.909,1,-5.191,1,0.035,0.0306,0.00244,0.141,0.697,120.012,4
Kelly (end of a nightmare),Fred again..,2022-10-28,257272,0,0.793,0.841,8,-5.646,1,0.0508,0.349,0.029,0.0962,0.153,132.029,4
Garden,"Thane,Mick Jenkins,Solei",2016-09-09,194663,25,0.549,0.676,4,-7.583,0,0.042,0.702,0.886,0.338,0.211,106.846,4
Miracle Maker,"Dom Dolla,Clementine Douglas",2022-07-14,188592,66,0.609,0.94,10,-6.097,1,0.0617,0.00124,0.269,0.15,0.238,128.001,4
Tamo Loco,"HUGEL,Lorna,Jenn Morel",2022-07-01,160645,0,0.749,0.968,5,-4.015,0,0.0718,0.00036,0.112,0.249,0.475,124.004,4
Human Shape,Mindchatter,2022-04-08,206370,40,0.749,0.393,0,-11.272,1,0.205,0.161,0.664,0.139,0.183,179.955,4
Winnie (end of me),Fred again..,2022-10-28,242625,0,0.496,0.378,0,-10.967,1,0.0354,0.917,0.00513,0.439,0.297,127.679,4
Let Go,Duskus,2022-04-21,126043,65,0.793,0.564,9,-11.307,1,0.125,0.311,0.914,0.203,0.399,133.054,4
Our Park By Night,Craft Spells,2015-10-30,259200,38,0.536,0.761,7,-6.996,1,0.0305,0.278,0.00571,0.286,0.731,174.803,4
U-N-I,"J-E-T-S,Jamie Lidell",2015-08-01,284668,27,0.695,0.562,10,-7.949,0,0.0401,0.00883,0.0000729,0.0682,0.295,113.997,4
Loved Ones (Saudades),Armando Young,2017-07-17,307692,41,0.752,0.564,1,-14.974,1,0.0614,0.701,0.781,0.346,0.525,116.968,4
Never With Me,"Tora,Merryn Jeann,Meals",2014-10-06,197693,29,0.679,0.454,10,-10.176,0,0.154,0.116,0.00158,0.154,0.301,131.831,4
Heat Waves - Sonny Fodera Remix,"Glass Animals,Sonny Fodera",2021-02-05,191537,0,0.609,0.869,9,-7.493,1,0.0347,0.0513,0.00571,0.254,0.662,125.007,4
edamame - Diplo Remix,"bbno$,Rich Brian,Diplo",2021-12-15,175309,3,0.831,0.747,0,-5.334,1,0.0606,0.0114,0.0642,0.124,0.7,121.989,4
Redlight,"Swedish House Mafia,Sting",2022-04-15,242880,42,0.71,0.63,2,-7.003,1,0.0413,0.00879,0.147,0.058,0.216,125,4
Soul II Stro,Stro Elliot,2016-12-16,181823,37,0.523,0.576,11,-6.05,1,0.0323,0.342,0.756,0.345,0.14,93.001,4
Small Worlds,Rayland Baxter,2019-07-26,336506,43,0.668,0.525,5,-9.485,1,0.0859,0.625,0.0227,0.106,0.41,74.412,4
365 (Thr33 6ix 5ive),HoneyLuv,2022-04-22,151283,54,0.788,0.96,7,-4.684,1,0.0499,0.00629,0.00673,0.0878,0.8,123.99,4
Sete,"BLOND:ISH,Francis Mercier,Amadou & Mariam",2022-06-29,209760,45,0.736,0.827,6,-3.902,0,0.0643,0.0199,0.00828,0.351,0.814,125.008,4
OffOffOff,Autolaser,2016-10-21,227368,29,0.638,0.717,7,-7.823,1,0.0847,0.17,0.0716,0.155,0.148,95.076,4
Later Bitches,The Prince Karma,2018-05-25,247976,5,0.769,0.518,8,-6.563,1,0.102,0.000573,0.108,0.342,0.504,121.116,4
All For Love (feat. Bucie),"Wizkid,Bucie",2017-07-14,265280,37,0.712,0.899,6,-5.794,1,0.0898,0.394,0.0000883,0.199,0.659,125.13,4
Paradise,snowsa,2021-04-23,185660,43,0.77,0.62,2,-8.372,1,0.101,0.00935,0.000924,0.252,0.401,106.007,4
Together At The Centre Of Creation,Tourist,2019-10-18,186200,27,0.671,0.357,1,-10.952,1,0.0386,0.366,0.486,0.0884,0.431,109.039,4
Time of The Season,Très Mortimer,2022-09-09,215625,39,0.819,0.604,11,-9.691,0,0.0489,0.0000654,0.00281,0.103,0.355,127.948,4
Who's Gonna Love You Tonight (with Tinashe),"Snakehips,Tinashe,Tom Everett",2022-10-14,223936,20,0.637,0.868,5,-6.28,1,0.0564,0.12,0.00493,0.442,0.562,126.963,4
Gou Talk,Peggy Gou,2016-10-14,346544,43,0.804,0.918,8,-9.969,1,0.0382,0.0919,0.857,0.0418,0.953,119.983,4
Beautiful People - Obskür Remix,"Barbara Tucker,Obskür",2022-06-22,333771,0,0.832,0.677,11,-8.78,0,0.105,0.00338,0.0153,0.0494,0.384,128.017,4
Grapefruit,Tove Lo,2022-10-12,231333,1,0.723,0.689,2,-5.13,1,0.0344,0.00134,0.000381,0.151,0.149,105.002,4
All Day And Night - Jax Jones & Martin Solveig Present Europa / Axwell Remix,"Jax Jones,Martin Solveig,Madison Beer,Europa,Axwell",2019-06-28,200000,25,0.664,0.862,6,-5.517,1,0.0399,0.0046,0.318,0.0571,0.249,125.004,4
Reach - The Prototypes Remix,"Tantrum Desire,The Prototypes",2019-11-04,268800,41,0.526,0.933,8,-1.471,0,0.175,0.197,0.000185,0.115,0.249,87.564,4
The Future (feat. Antony & Cleopatra) - Purple Disco Machine Remix,"Motez,Antony & Cleopatra,Purple Disco Machine",2017-10-11,503115,33,0.747,0.804,7,-6.478,0,0.278,0.153,0.000213,0.387,0.776,118.972,4
Liquid Fig,Jasmine Nnenna,2022-02-22,284200,19,0.87,0.713,9,-8.151,1,0.054,0.00126,0.82,0.077,0.762,125.01,4
Who We Are,Lamorn,2022-07-08,193300,0,0.716,0.978,9,-4.871,1,0.148,0.0675,0.03,0.111,0.698,114.99,4
Pump It Louder,"Tiësto,Black Eyed Peas",2022-10-07,158571,64,0.66,0.942,4,-2.273,1,0.185,0.00789,0.0000176,0.834,0.543,126.017,4
Happy Music,Supershy,2022-04-08,232625,0,0.777,0.738,11,-5.861,0,0.0352,0.0411,0.37,0.0265,0.887,123.991,4
SOBER,daste.,2019-01-16,220094,56,0.784,0.606,6,-8.001,0,0.0698,0.445,0.0848,0.136,0.585,109.976,4
Peach - Golf Clap Remix,"BROODS,Golf Clap",2018-12-07,320000,30,0.776,0.624,9,-8.131,0,0.045,0.0076,0.192,0.0402,0.309,123.006,4
You and Me,The Magician,2020-05-15,214958,50,0.646,0.814,7,-5.263,0,0.0437,0.000415,0.0305,0.0882,0.117,121.043,4
Feel About You,"Melle Brown,Annie Mac",2022-06-09,300743,20,0.752,0.757,11,-4.187,1,0.0686,0.0219,0.202,0.105,0.712,122.007,4
Echo,BSEARL,2022-07-15,218426,29,0.81,0.641,8,-4.718,0,0.15,0.249,0.35,0.0741,0.284,89.041,4
Queen - Cool Company Remix,"Magic City Hippies,Cool Company",2022-06-24,156453,47,0.78,0.64,9,-4.494,0,0.0589,0.329,0.00145,0.245,0.871,107.015,4
Work Your Body,"Volkoder,Yolanda Be Cool",2022-02-25,200314,30,0.749,0.732,10,-7.274,1,0.0471,0.0238,0.667,0.0502,0.711,127.003,4
Anguis fragilis,Ken Mat,2021-03-22,65435,4,0.822,0.54,10,-12.157,0,0.141,0.324,0.947,0.081,0.246,126.021,4
Something About Your Love,SG Lewis,2022-07-07,323109,48,0.587,0.826,8,-5.728,1,0.148,0.0134,0.000131,0.236,0.274,122.02,4
Pili Pili,Polo & Pan,2020-07-03,250333,40,0.745,0.892,5,-6.823,0,0.0349,0.306,0.939,0.115,0.257,116.003,4
Drinkee - Vintage Culture & John Summit Remix,"Sofi Tukker,Vintage Culture,John Summit",2021-07-23,205161,3,0.741,0.726,11,-6.404,0,0.0462,0.021,0.776,0.0776,0.37,124.009,4
Feelin' Myself,Mac Dre,2004-07-20,224813,53,0.831,0.573,0,-6.515,0,0.0593,0.0435,0.0000522,0.26,0.674,99.979,4
Phone,"Trilago,URBANO",2022-07-07,180968,11,0.755,0.989,1,-3.673,0,0.0524,0.00148,0.765,0.233,0.792,126.021,4
Just Feels Tight,FISHER,2021-07-30,197977,59,0.808,0.994,1,-6.326,1,0.071,0.00153,0.874,0.0686,0.719,127.004,4
Uh La La,"VOLAC,Trace,Mila Falls",2022-07-22,153333,49,0.798,0.633,9,-5.874,0,0.0471,0.00672,0.17,0.119,0.61,126.039,4
Bump O Clock,"Forbid,Night Bass",2022-05-06,291000,0,0.825,0.894,9,-6.374,1,0.0771,0.0229,0.0741,0.0399,0.803,125.998,4
The World Is Yours,Dustycloud,2019-09-27,186210,0,0.797,0.626,10,-9.604,0,0.0807,0.0315,0.714,0.11,0.171,124.993,4
Joker,Kitone,2022-03-11,127797,0,0.886,0.742,5,-5.981,0,0.0814,0.0388,0.653,0.689,0.744,126.011,4
Party Diva,Deeper Purpose,2022-09-23,192996,39,0.749,0.929,1,-8.07,1,0.0465,0.00557,0.489,0.653,0.903,126.017,4
Lauren (I Can't Stay Forever),Oden & Fatzo,2021-10-08,200550,68,0.702,0.912,9,-8.687,0,0.0652,0.0773,0.309,0.0926,0.957,128.018,4
Seasons Change,MorMor,2022-09-23,149524,0,0.787,0.761,0,-8.415,1,0.0372,0.186,0.535,0.291,0.674,131.947,4
Glory Days,Bruce Springsteen,1984-06-04,254733,69,0.574,0.96,9,-4.906,1,0.032,0.0457,0,0.121,0.978,117.486,4
INTERTWINE,Sam Gellaitry,2022-09-23,212379,27,0.758,0.595,1,-7.2,1,0.132,0.0473,0,0.425,0.282,113.003,4
HEARTBEAT,Sam Gellaitry,2022-09-23,184475,22,0.514,0.576,8,-6.898,0,0.0918,0.269,0.00000143,0.375,0.319,138.247,4
When I'm With You,"Mikey Lion,Lubelski,Jackson Englund",2021-06-04,276785,0,0.737,0.755,1,-7.083,1,0.0366,0.074,0.552,0.116,0.74,125.974,4
Cross the Sea,Alex G,2022-09-23,216672,38,0.497,0.641,2,-7.168,1,0.0366,0.218,0.00109,0.149,0.11,149.01,4
Current Carry,Vetiver,2015-03-23,234760,36,0.857,0.78,7,-8.752,1,0.0919,0.111,0.794,0.0649,0.962,90.66,4
EXCEPTIONAL,"veggi,DijahSB",2021-09-10,137739,53,0.726,0.489,11,-9.344,0,0.484,0.301,0.0000172,0.263,0.447,115.195,4
Hold My Head,Kenny Beats,2022-08-31,106866,50,0.627,0.791,5,-6.422,0,0.127,0.00365,0.00000105,0.595,0.545,144.06,4
Turn Up The Sunshine - PNAU Remix / From 'Minions: The Rise of Gru' Soundtrack,"Diana Ross,Tame Impala,PNAU",2022-07-08,220593,34,0.674,0.825,11,-3.175,1,0.116,0.00882,0.0000112,0.0583,0.851,110.022,4
"Work (feat. Dave Giles II, Cor.Ece & Mike Dunn)","Honey Dijon,Dave Giles II,Cor.Ece,Mike Dunn",2022-01-21,181801,45,0.762,0.707,10,-7.306,0,0.0437,0.00251,0.00685,0.073,0.717,124.956,4
24k,Tkay Maidza,2020-08-07,233537,52,0.784,0.762,2,-6.677,0,0.481,0.285,0,0.626,0.598,117.987,4
Touch (feat. Rromarin),"Golden Features,Rromarin",2022-06-29,206250,35,0.748,0.661,0,-7.873,1,0.0508,0.368,0.623,0.103,0.383,123.997,4
ALL I WANNA,HAI-LIFE,2022-07-01,271441,17,0.895,0.888,11,-4.874,1,0.133,0.0224,0.551,0.0643,0.657,130,4
Creative Source,"Braxe + Falcon,Alan Braxe,DJ Falcon",2022-03-29,216699,30,0.8,0.859,1,-4.362,1,0.0747,0.409,0.722,0.153,0.517,103.044,4
Delfino Square,Oppidan,2021-08-27,265454,24,0.709,0.758,6,-4.878,0,0.219,0.404,0.876,0.127,0.14,132.061,4
Nonchalant,"Duck Sauce,A-Trak,Armand Van Helden",2021-08-13,190645,0,0.833,0.895,9,-3.861,0,0.126,0.0055,0.132,0.183,0.78,123.991,4
O.T.D.,Brad stank,2017-06-22,228236,0,0.793,0.121,3,-14.477,1,0.0345,0.883,0.725,0.131,0.161,121.95,4
Ayonha,Hamid Al Shaeri,2017-10-25,221500,0,0.718,0.73,9,-7.405,1,0.0292,0.54,0.0137,0.147,0.729,122.904,4
Sex - Bonus Track,Black Loops,2017-06-30,386132,39,0.779,0.464,2,-8.914,1,0.0685,0.000297,0.825,0.102,0.407,120.999,4
J'adore,jamesjamesjames,2020-11-20,252590,0,0.782,0.748,5,-8.843,1,0.0498,0.187,0.917,0.0714,0.216,131.998,4
U.,"Coco & Breezy,Dawn Richard",2020-11-13,157304,36,0.538,0.624,6,-7.54,0,0.125,0.307,0.0429,0.497,0.562,114.276,4
Sweet Virginia,The Rolling Stones,1972-05-12,266560,55,0.477,0.74,9,-5.397,1,0.0446,0.503,0.00000137,0.263,0.559,107.384,4
I Was Lovin' You (feat. Dots Per Inch & Ayak) - TS7 Remix,"James Hype,Ayak,Dots Per Inch,TS7",2019-08-16,244283,50,0.738,0.906,7,-5.289,0,0.115,0.00746,0.0295,0.162,0.697,131.027,4
People Ain't Dancing (feat. Kah-Lo),"Billen Ted,Kah-Lo",2022-08-12,154859,60,0.877,0.665,5,-6.597,0,0.191,0.0586,0.012,0.0685,0.786,125.017,4
DON'T YOU WORRY,"Black Eyed Peas,Shakira,David Guetta",2022-06-17,196363,68,0.816,0.875,11,-4.821,1,0.0311,0.203,0,0.209,0.491,131.958,4
Rock & Roll,Tita Lau,2022-06-10,152500,32,0.806,0.898,6,-5.834,0,0.0539,0.00734,0.588,0.0722,0.915,123.014,4
All The Small Things,Justin Jay,2022-04-22,195805,11,0.768,0.644,9,-8.826,1,0.0541,0.246,0.126,0.0831,0.406,148.987,4
Emanate,spüke,2020-05-31,202816,40,0.948,0.47,10,-11.005,0,0.0603,0.395,0.776,0.158,0.433,119.989,4
Forever,Congee,2022-05-18,195786,0,0.554,0.46,8,-7.215,0,0.0618,0.0107,0.0035,0.218,0.597,81.445,4
Clouds,"Jarv Dee,Bad Colours,Shabazz Palaces",2021-07-30,199418,27,0.837,0.632,1,-7.882,1,0.346,0.118,0.177,0.283,0.436,117.943,4
No Place Like Home,Partiboi69,2022-03-11,210434,39,0.465,0.919,6,-6.419,0,0.0423,0.00155,0.841,0.378,0.231,137.937,4
Mental Souvenir,Tam,2022-08-24,255360,0,0.683,0.758,0,-6.582,1,0.0301,0.0196,0.0492,0.118,0.777,124.983,4
HOT DRUM,JOYRYDE,2016-11-16,266879,38,0.625,0.981,7,-3.799,1,0.0597,0.0009,0.329,0.357,0.156,125.008,4
Shades On,"BRANDON,Kxne",2021-09-24,135392,40,0.862,0.888,2,-5.1,1,0.0701,0.303,0.0148,0.102,0.829,126.001,4
Goodbye Stranger - 2010 Remastered,Supertramp,1979-03-29,350573,66,0.42,0.668,1,-7.35,1,0.0517,0.607,0.016,0.0585,0.338,125.391,4
Goodbye Stranger,Supertramp,1990-01-01,348493,48,0.422,0.6,1,-9.739,1,0.0471,0.617,0.0207,0.0883,0.334,125.17,4
17,MK,2017-09-01,196489,61,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,4
Get Right,Jennifer Lopez,2005,225533,62,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084,4
Working For It,"ZHU,Skrillex,THEY.",2016-07-29,231813,59,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951,4
Control,Emmit Fenn,2019-03-28,170004,0,0.86,0.363,11,-9.306,0,0.0755,0.178,0.00109,0.101,0.244,120.033,4
Love Lockdown,R-Cue,2021-09-03,141990,33,0.776,0.578,1,-5.027,1,0.0307,0.0173,0.0355,0.159,0.446,125.034,4
NICOTEEN,JOHN BALAYA,2020-12-03,157035,48,0.828,0.718,11,-4.732,0,0.108,0.406,0.00158,0.364,0.655,120.027,4
What A Life (feat. Stevie Appleton),"John Summit,Guz,Stevie Appleton",2022-07-29,171547,63,0.677,0.732,7,-5.028,0,0.031,0.0113,0.227,0.0978,0.242,126.018,4
Wishes (Lowgo Remix),"Ezra Lewis,Lowgo",2018-09-13,172173,34,0.235,0.543,3,-7.352,0,0.0525,0.468,0.0000383,0.081,0.156,92.001,4
Loner,"See You Next Year,Terry Presume",2022-08-05,185752,31,0.839,0.611,8,-4.978,1,0.131,0.245,0.0000254,0.161,0.403,94.99,4
Space Song,Beach House,2015-08-28,320466,77,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,4
"My Boo (feat. Vince Staples, Kučka, Ngaiire, Vera Blue) [Triple J Like A Version]","Flume,Vince Staples,Ngaiire,Vera Blue,KUČKA",2016-12-16,231282,4,0.676,0.669,9,-4.993,1,0.237,0.284,0,0.0787,0.195,128.913,4
Dick (feat. Doja Cat) - Sickick Remix,"StarBoi3,Doja Cat,Sickick",2021-06-11,164000,41,0.874,0.789,1,-6.302,1,0.0903,0.0948,0.000151,0.0768,0.836,127.059,4
Like Whoa - Extended Mix,Black V Neck,2021-07-23,289523,15,0.804,0.816,6,-7.761,1,0.0492,0.000214,0.859,0.0773,0.657,126.021,4
Boyz N Da Club - Radio Edit,Shermanology,2021-04-30,141395,65,0.907,0.707,4,-7.627,0,0.185,0.00983,0.444,0.166,0.566,129.097,4
MAMI,"Chris Lorenzo,COBRAH",2022-07-22,247896,59,0.758,0.944,3,-4.901,0,0.0623,0.0308,0.103,0.0438,0.826,126.022,4
sunshine in the winter,GLORYWAVE,2022-07-28,251021,0,0.705,0.852,9,-7.537,0,0.0504,0.0812,0.00364,0.128,0.734,123.022,4
Anytime feat. Khyra,"Rosbeh,Khyra",2021-04-16,222792,29,0.847,0.655,0,-7.104,0,0.0462,0.0275,0.48,0.135,0.369,125.009,4
Self Conscious Dancer,"JUICEB☮X,TEK.LUN",2022-06-10,166779,14,0.434,0.762,10,-9.622,1,0.289,0.635,0.00524,0.544,0.661,117.922,4
Up,Cardi B,2021-02-05,156944,66,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166,4
LEMON SWAYZE - Miami Horror Lemonade Remix,"KUNZITE,Miami Horror",2021-10-14,269464,36,0.716,0.857,2,-4.358,0,0.0386,0.0163,0.0215,0.277,0.614,112.025,4
Into You - Radio Edit,"Odd Mob,Starley",2016-04-29,215276,24,0.872,0.809,8,-3.214,0,0.145,0.0159,0.00000399,0.126,0.709,124.955,4
Do It Tonight,Cedric Gervais,2018-05-25,126720,48,0.648,0.969,4,-2.017,0,0.104,0.0231,0.57,0.0693,0.194,125.016,4
These Nights (feat. KIDDO),"Loud Luxury,KIDDO",2022-07-08,132417,45,0.666,0.717,2,-5.502,0,0.0497,0.00444,0.0000038,0.145,0.206,119.986,4
Sinner,"LP Giobbi,Bklava",2022-03-11,238357,38,0.721,0.78,8,-6.935,1,0.0403,0.0455,0.083,0.138,0.725,126.974,4
SOBER,"Laidback Luke,Richard Judge",2022-05-13,170243,0,0.687,0.773,7,-7.627,0,0.0579,0.0553,0.000483,0.307,0.626,123.012,4
Classic,"F-POS,Gold Fang,Moody Beach",2021-08-13,194528,42,0.733,0.838,7,-4.079,0,0.0448,0.0959,0,0.349,0.968,131.951,4
I Want It - 1-800 GIRLS Remix,"Tim Ayre,1-800 GIRLS",2020-09-07,335121,28,0.68,0.514,7,-15.916,1,0.0619,0.0225,0.236,0.0806,0.777,123.024,4
kawhi 2,GLORYWAVE,2022-07-22,223593,0,0.721,0.731,6,-6.583,0,0.0654,0.0143,0.0915,0.188,0.396,127.997,4
Freeze - John Summit Remix,"Kygo,John Summit",2022-07-15,192000,39,0.606,0.81,1,-6.161,0,0.0314,0.0193,0.844,0.329,0.167,124.988,4
Sunday Best,Ranger Trucco,2021-01-14,201862,28,0.796,0.802,1,-8.67,1,0.101,0.289,0.493,0.353,0.246,129.065,4
All In,"Dustycloud,Yury",2022-03-24,205714,22,0.79,0.892,10,-6.515,0,0.0462,0.000536,0.672,0.0455,0.408,126.011,4
Accelerate,"PEACE MAKER!,MAYCHILD",2021-07-23,170879,24,0.773,0.973,6,-3.883,0,0.0976,0.00174,0.397,0.124,0.844,125.026,4
All Over U,Mason Maynard,2022-05-13,183750,10,0.76,0.833,7,-7.041,1,0.0447,0.00201,0.854,0.273,0.0807,127.982,4
Baby Baby,Noizu,2019-09-20,190080,56,0.627,0.948,7,-4.478,1,0.0428,0.00354,0.551,0.0599,0.569,125.048,4
Higher - Sam Ruffillo Remix,"S. Fidelity,Àbáse,Saint Ezekiel,Sam Ruffillo",2021-09-03,232881,0,0.795,0.426,8,-8.485,1,0.0785,0.245,0.561,0.304,0.624,117.97,4
Leave Me Again,BYOR,2020-08-21,268320,30,0.72,0.757,7,-7.687,1,0.0427,0.00379,0.0124,0.37,0.329,124.994,4
TAKE A CHANCE (feat. Anderson .Paak),"DOMi & JD BECK,Anderson .Paak",2022-07-06,264412,34,0.476,0.779,1,-9.189,1,0.163,0.825,0.26,0.155,0.469,156.655,4
I'm Fine - IMANU Remix,"Apashe,High Klassified,Cherry Lena,IMANU",2021-02-04,243977,60,0.669,0.919,10,-2.888,0,0.0652,0.278,0.0343,0.0934,0.514,121.047,4
We Found It,"Myd,Bakar",2021-04-30,400866,39,0.724,0.61,7,-10.025,1,0.0358,0.413,0.0651,0.243,0.591,123.985,4
Marigold,HARBRS,2022-01-28,250910,13,0.509,0.429,0,-10.6,1,0.0306,0.682,0.0167,0.0835,0.138,131.995,4
Dancin - Krono Remix,"Aaron Smith,Luvli,Krono",2019-11-11,256000,73,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4
Islands In the Stream,"Dolly Parton,Kenny Rogers",1982-10-04,251960,62,0.617,0.411,8,-12.075,1,0.0373,0.675,0.00000104,0.0886,0.738,203.934,4
Alors On Danse - Remix - Explicit,"Stromae,Kanye West,Gilbere Forte",2010-01-01,229293,48,0.729,0.803,1,-5.375,0,0.118,0.216,0.0000641,0.084,0.738,119.947,4
Up Down Jumper,Boris Brejcha,2022-06-10,432000,57,0.795,0.652,2,-8.042,1,0.0434,0.000379,0.881,0.0879,0.121,124.995,4
Nuvole Bianche,Ludovico Einaudi,2004-01-01,357706,71,0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1
